主层级,细分,来源网站,概念/题材,标的,代码,市场,来源页面,来源日期,来源等级,当前等级,第一变量,样本角色,下一步回源,证伪点,备注
高速互联,PCB,韭研公社,PCB,埃科光电,,待核,https://www.jiuyangongshe.com/a/119kpcqtvx2,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：、流水线抓取、机器人视觉纠偏、PCB / 工件码放定位、晶圆机械手对位 能力：亚像素级定位，动态抓拍传送带高速物料无拖影，机器人重复定位精度可达 ±0.02mm；时间：2026-07-04 20:15:44；摘录：无名小韭49190127 2026-07-04 20:15:44 关注 受限 埃科光电在机器人领域应用全景 、流水线抓取、机器人视觉纠偏、PCB / 工件码放定
高速互联,PCB,韭研公社,PCB,未提取/待人工复核,,待核,https://www.jiuyangongshe.com/a/a396cb8c071049bea6a3301289218f67,2026-07-04,C级社区线索 / 待公告回源,L0/L1,速率升级、客户、订单、ASP、产能利用率,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：决定吞吐、光模块决定通信、高端PCB决定互联、先进封装决定集成、上游材料决定成本边界。订单、价格、稼动率同步改善的环节，中报预告就是新催化！ 1）存储：涨价周期；时间：2026-07-04 18:48:30；摘录：蹦恰恰~ 2026-07-04 18:48:30 关注 ‼️【中报预告+AI硬件景气：谁是下一个江波龙？】——山西证券 决定吞吐、光模块决定通信、高端PCB决定
存储链,存储芯片,韭研公社,存储芯片,紫光股份,,待核,https://www.jiuyangongshe.com/a/3y3elyx79am,2026-07-04,C级社区线索 / 待公告回源,L0/L1,价格、出货、客户绑定、测试/封测配套收入,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：Y物理层芯片、主控CPU、内存存储芯片等核心芯片，高速光模块、高速PCB板、连接器、散热模组等核心组件，以及高频覆铜板、MLCC电容、电感电阻等基础材料与无源器；时间：2026-07-04 20:35:30；摘录：白股精 2026-07-04 20:35:30 关注 交换机全产业链全景梳理：154亿市场的底层逻辑 Y物理层芯片、主控CPU、内存存储芯片等核心芯片，高速光模
存储链,存储芯片,韭研公社,存储芯片,锐捷网络,,待核,https://www.jiuyangongshe.com/a/3y3elyx79am,2026-07-04,C级社区线索 / 待公告回源,L0/L1,价格、出货、客户绑定、测试/封测配套收入,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：Y物理层芯片、主控CPU、内存存储芯片等核心芯片，高速光模块、高速PCB板、连接器、散热模组等核心组件，以及高频覆铜板、MLCC电容、电感电阻等基础材料与无源器；时间：2026-07-04 20:35:30；摘录：白股精 2026-07-04 20:35:30 关注 交换机全产业链全景梳理：154亿市场的底层逻辑 Y物理层芯片、主控CPU、内存存储芯片等核心芯片，高速光模
存储链,存储芯片,韭研公社,存储芯片,星网锐捷,,待核,https://www.jiuyangongshe.com/a/3y3elyx79am,2026-07-04,C级社区线索 / 待公告回源,L0/L1,价格、出货、客户绑定、测试/封测配套收入,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：Y物理层芯片、主控CPU、内存存储芯片等核心芯片，高速光模块、高速PCB板、连接器、散热模组等核心组件，以及高频覆铜板、MLCC电容、电感电阻等基础材料与无源器；时间：2026-07-04 20:35:30；摘录：白股精 2026-07-04 20:35:30 关注 交换机全产业链全景梳理：154亿市场的底层逻辑 Y物理层芯片、主控CPU、内存存储芯片等核心芯片，高速光模
存储链,存储芯片,韭研公社,存储芯片,中兴通讯,,待核,https://www.jiuyangongshe.com/a/3y3elyx79am,2026-07-04,C级社区线索 / 待公告回源,L0/L1,价格、出货、客户绑定、测试/封测配套收入,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：Y物理层芯片、主控CPU、内存存储芯片等核心芯片，高速光模块、高速PCB板、连接器、散热模组等核心组件，以及高频覆铜板、MLCC电容、电感电阻等基础材料与无源器；时间：2026-07-04 20:35:30；摘录：白股精 2026-07-04 20:35:30 关注 交换机全产业链全景梳理：154亿市场的底层逻辑 Y物理层芯片、主控CPU、内存存储芯片等核心芯片，高速光模
存储链,存储芯片,韭研公社,存储芯片,工业富联,,待核,https://www.jiuyangongshe.com/a/3y3elyx79am,2026-07-04,C级社区线索 / 待公告回源,L0/L1,价格、出货、客户绑定、测试/封测配套收入,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：Y物理层芯片、主控CPU、内存存储芯片等核心芯片，高速光模块、高速PCB板、连接器、散热模组等核心组件，以及高频覆铜板、MLCC电容、电感电阻等基础材料与无源器；时间：2026-07-04 20:35:30；摘录：白股精 2026-07-04 20:35:30 关注 交换机全产业链全景梳理：154亿市场的底层逻辑 Y物理层芯片、主控CPU、内存存储芯片等核心芯片，高速光模
存储链,存储芯片,韭研公社,存储芯片,绿的谐波,,待核,https://www.jiuyangongshe.com/a/3fmf9znen7e,2026-07-04,C级社区线索 / 待公告回源,L0/L1,价格、出货、客户绑定、测试/封测配套收入,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：达克开始ADR交易 影响板块：存储芯片 重要性：★★ IEA公布月度原油市场报告 影响板块：原油 重要性：★★ 🌟7月11日 2026“机器人+”创新发展大会；时间：2026-07-04 18:05:08；摘录：锐富 2026-07-04 18:05:08 关注 【每周市场机会】2026年7月6日-7月12日 达克开始ADR交易 影响板块：存储芯片 重要性：★★ IEA
存储链,存储芯片,韭研公社,存储芯片,江波龙,,待核,https://www.jiuyangongshe.com/a/4ekd4lpg9dm,2026-07-04,C级社区线索 / 待公告回源,L0/L1,价格、出货、客户绑定、测试/封测配套收入,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：就给大家盘点一下，人形机器人+存储芯片双赛道里，中报业绩预增的10家相关公司。 注意：以下内容仅供行业研讨与学习交流，不构成任何投资建议、操作引导或收益承诺，若；时间：2026-07-04 11:22:01；摘录：东风铁铁 高抛低吸的龙头选手 2026-07-04 11:22:01 关注 人形机器人+存储芯片，中报业绩预增的10家公司（最后一家：1 就给大家盘点一下，人形
存储链,存储芯片,韭研公社,存储芯片,富满微,,待核,https://www.jiuyangongshe.com/a/4ekd4lpg9dm,2026-07-04,C级社区线索 / 待公告回源,L0/L1,价格、出货、客户绑定、测试/封测配套收入,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：就给大家盘点一下，人形机器人+存储芯片双赛道里，中报业绩预增的10家相关公司。 注意：以下内容仅供行业研讨与学习交流，不构成任何投资建议、操作引导或收益承诺，若；时间：2026-07-04 11:22:01；摘录：东风铁铁 高抛低吸的龙头选手 2026-07-04 11:22:01 关注 人形机器人+存储芯片，中报业绩预增的10家公司（最后一家：1 就给大家盘点一下，人形
存储链,存储芯片,韭研公社,存储芯片,长川科技,,待核,https://www.jiuyangongshe.com/a/4ekd4lpg9dm,2026-07-04,C级社区线索 / 待公告回源,L0/L1,价格、出货、客户绑定、测试/封测配套收入,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：就给大家盘点一下，人形机器人+存储芯片双赛道里，中报业绩预增的10家相关公司。 注意：以下内容仅供行业研讨与学习交流，不构成任何投资建议、操作引导或收益承诺，若；时间：2026-07-04 11:22:01；摘录：东风铁铁 高抛低吸的龙头选手 2026-07-04 11:22:01 关注 人形机器人+存储芯片，中报业绩预增的10家公司（最后一家：1 就给大家盘点一下，人形
存储链,存储芯片,韭研公社,存储芯片,三瑞智能,,待核,https://www.jiuyangongshe.com/a/4ekd4lpg9dm,2026-07-04,C级社区线索 / 待公告回源,L0/L1,价格、出货、客户绑定、测试/封测配套收入,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：就给大家盘点一下，人形机器人+存储芯片双赛道里，中报业绩预增的10家相关公司。 注意：以下内容仅供行业研讨与学习交流，不构成任何投资建议、操作引导或收益承诺，若；时间：2026-07-04 11:22:01；摘录：东风铁铁 高抛低吸的龙头选手 2026-07-04 11:22:01 关注 人形机器人+存储芯片，中报业绩预增的10家公司（最后一家：1 就给大家盘点一下，人形
存储链,存储芯片,韭研公社,存储芯片,安洁科技,,待核,https://www.jiuyangongshe.com/a/2z5fm790qud,2026-07-04,C级社区线索 / 待公告回源,L0/L1,价格、出货、客户绑定、测试/封测配套收入,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：今年的科技大行情，以半导体、存储芯片为主，以及数据中心、机器人等热点，半导体板块抄到了现在，分别炒作了中游产品（芯片设计、制造与封装），例如先进封装、CPO概念；时间：2026-07-04 10:31:00；摘录：Kindy-sun 2026-07-04 10:31:00 关注 下半年的题材延伸方向猜想，潜伏客的思路分享 今年的科技大行情，以半导体、存储芯片为主，以及数据
存储链,存储芯片,韭研公社,存储芯片,永安行,,待核,https://www.jiuyangongshe.com/a/jtkupekmdg,2026-07-04,C级社区线索 / 待公告回源,L0/L1,价格、出货、客户绑定、测试/封测配套收入,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：的业绩预告，如果业绩发酵，下周存储芯片板块又要疯狂！因为机构都重仓半导体，现在业绩超预期，机构没有理由，不拉升自己手中重仓股。 预计下周半导体板块还有一次亢奋反；时间：2026-07-04 10:09:27；摘录：无名小韭88020527 2026-07-04 10:09:27 关注 晚间新闻 的业绩预告，如果业绩发酵，下周存储芯片板块又要疯狂！因为机构都重仓半导体，现在
存储链,存储芯片,韭研公社,存储芯片,聚和材料,,待核,https://www.jiuyangongshe.com/a/2gpgevedzvh,2026-07-04,C级社区线索 / 待公告回源,L0/L1,价格、出货、客户绑定、测试/封测配套收入,社区线索/待公告回源,先核原帖语境，再回公告、年报、IR、产品页或主流媒体；未回源不得升L2,原帖无法核实、公司公告否认、或两个报告期内无经营变量验证,帖子：元、三星60万亿韩元，重点推进存储芯片、先进制程、AI算力芯片扩产； 2. 商业航天：韩华55万亿韩元、现代汽车42万亿韩元，打造以泗川为核心的南部沿海航天产业；时间：2026-07-04 09:59:49；摘录：不凡胡杨树 只买龙头的龙头选手 2026-07-04 09:59:49 关注 韩国官宣总额312万亿韩元（约2040亿美元） 超级投资计划，深度受益标的——聚和
